name,service_type,lat,lng,phone,phone_source,address,district,state,country,postcode,operator,source,last_verified
Unnamed car_repair,car_repair,51.5129365,7.438374,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed car_repair,car_repair,51.8740819,8.9514907,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Bonenkamp Scheppoka,hospital,51.9669349,7.5789425,492518712010,real,9 Arnheimweg,Münster,Canillo,AD,48161,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Susanna Grigorjan,hospital,52.7102642,8.5038245,49544298760,real,2 Kirchstraße,Barnstorf,Canillo,AD,49406,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Oswald Carl,hospital,52.7101961,8.5038104,49544298760,real,2 Kirchstraße,Barnstorf,Canillo,AD,49406,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZ-Meisterwerkstatt Künstler,car_repair,52.2825923,9.8232677,4951025557,real,5 Zur Sehlwiese,Laatzen,Canillo,AD,30880,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Tallensen-Echtorf,fire_station,52.2932708,9.0987964,112,fallback,3 In der Driften,Seggebruch,Canillo,DE,31691,Feuerwehr SG Nienstädt,osm_enriched,2026-05-26T10:32:05.929487+00:00
Isku Autoservice,car_repair,53.5709402,9.8938671,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. Gerdes-Blank,hospital,52.4344215,9.6109524,4951318383,real,18 Rote Reihe,Garbsen,Canillo,AD,30827,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Immunologikum,hospital,53.549146,9.9433839,112,fallback,47 Mörkenstraße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hamb. Zentrum f. Neuroradiologie,hospital,53.5491442,9.943599,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
"FA für Innere Medizin, Sonographie",hospital,53.549055,9.943356,494038021260,real,47 Mörkenstraße,El Tarter,Canillo,AD,,"Dr. med. Henning Kothe, Dr. med. Dorothea Bestehorn",osm_enriched,2026-05-26T10:32:05.929487+00:00
Nephrologische Praxis,hospital,53.5492128,9.9435743,494041306330,real,47 Mörkenstraße,El Tarter,Canillo,AD,,Nephrocare Hamburg-Altona GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
MVZ Interdisziplinäres Centrum für Radiochirurgie GbR,hospital,53.5490702,9.9436287,112,fallback,47 Mörkenstraße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hausarztpraxis Karagiannis,hospital,51.4985702,7.4975408,49231417992,real,23 Rathenaustraße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med Thorsten Hagedorn;Dr. med. Saskia Mohrmann,hospital,53.049137,8.6057821,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. Narin Bari,hospital,52.4308364,8.6177015,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Orthopädie Abu Laila,hospital,52.4328745,9.7316793,49511772023,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Medizinisches Versorgungszentrum Langenhagen,hospital,52.4330387,9.7317075,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,53.4386775,9.9360763,49407604241,real,300 Bremer Straße,Hamburg,Canillo,AD,21077,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Substitutionstherapie Cloppenburg,hospital,52.8457793,8.0438203,4944719574535,real,1 Bahnhofstraße 1,Cloppenburg,Canillo,DE,49661,"Dr. med. Katharina Meyer-Albert, Dr. med Franz Meyer, Georg Meyer, Viktoria Danielyan und Raged Al Yousef",osm_enriched,2026-05-26T10:32:05.929487+00:00
Auto-Ackerschott,car_repair,51.1531836,7.9417451,49272150428,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZ-Werkstatt Bezek,car_repair,53.0444449,8.9636038,4942148519841,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,51.3551679,9.477726,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Urologische Praxis Schwalmtal-Waldniel,hospital,51.2124901,6.2749375,112,fallback,17 Gladbacher Straße,Schwalmtal,Canillo,AD,41366,Helmut Breuer,osm_enriched,2026-05-26T10:32:05.929487+00:00
Esso Express Gorredijk,fuel,53.0024992,6.0584745,112,fallback,20 Badweg,Gorredijk,Canillo,AD,8401BL,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aral,fuel,51.3403414,7.2899524,112,fallback,68 Wittener Straße,Sprockhövel,Canillo,AD,45549,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,52.0749596,8.4148607,112,fallback,25 Ravensberger Straße,Werther (Westf.),Canillo,AD,33824,Rolf Angermann,osm_enriched,2026-05-26T10:32:05.929487+00:00
Zentrum für Orthopädie Hamburg,hospital,53.5597729,9.8861492,49408990080,real,4 Waitzstraße,Hamburg,Canillo,AD,22607,Dr. Buchholz und Partner,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis Dr. Jan-P. Berner,hospital,53.1926754,7.9860905,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
GAC Kalinski,car_repair,54.7650551,9.439808,4946162654,real,7 Max-Planck-Straße,Flensburg,Canillo,DE,24941,,osm_enriched,2026-05-26T10:32:05.929487+00:00
FH Fahrzeugtechnik,car_repair,54.7648489,9.4387425,494611607801,real,3 Rudolf-Diesel-Straße,Flensburg,Canillo,DE,24941,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Broesel Fahrzeugtechnik GmbH,car_repair,54.1157336,9.4691312,494872942573,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dipl.-Psych. Silke Anicker,hospital,51.9695888,7.6316094,4925193396194,real,15a Maximilianstraße,Münster,Canillo,DE,48147,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hämatologische-Onkologische Ambulanz,hospital,53.590946,9.976019,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KMT Ambulanz (Stammzellentransplantationsambulanz),hospital,53.5909348,9.975981,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Stammzellentransplantationstation,hospital,53.5908804,9.9760193,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Stammzellentransplantationstation: Nachsorge und Onkologie,hospital,53.590899,9.9759979,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Wahlleistungsstaiton Onkologie und Hämatologie,hospital,53.5908791,9.9760771,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Allgemeinstation Onkologie und Hämatologie,hospital,53.5909076,9.976046,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Privatstation Onkologie und Hämatologie,hospital,53.5908937,9.9760629,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Allgemeinstation Onkologie(KMT),hospital,53.5908653,9.976024,112,fallback,52 Martinistraße,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Station für Persönlichkeits und Traumafolgestörungen,hospital,53.5890621,9.9713603,4940741052211,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Station für Adoleszentenpsychiatrie,hospital,53.5890127,9.9713963,4940741024061,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Station für Psychosen und bipolare Störungen,hospital,53.5890354,9.9713776,4940741052221,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Station für Angst- und Zwangsstörungen,hospital,53.5890865,9.9713446,4940741053232,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Psychiatrische Akutstation,hospital,53.5891654,9.9715393,4940741052210,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Station für Suchtmedizin und abhängiges Verhalten,hospital,53.5888129,9.9720054,4940741052229,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Station für Depression,hospital,53.588799,9.9720233,4940741052241,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Station für Gerontopsychiatrie,hospital,53.5888305,9.9719871,4940741024011,real,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr Behn,hospital,51.7447668,7.1933243,112,fallback,2 Gartenstraße,El Tarter,Canillo,AD,45721,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Institut für Medizinische Soziologie,hospital,53.5891051,9.9713349,112,fallback,,Hamburg,Canillo,DE,20251,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Martin Zeitz Centrum für seltene Erkrankungen,hospital,53.5928307,9.9743254,112,fallback,Martinistraße,Hamburg,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Zentrum für familiären Brust- und Eierstockkrebs,hospital,53.5928682,9.974425,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Arbeitsbereich Neugeborenenscreening und Stoffwechseldiagnostik,hospital,53.5929039,9.9744962,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Forschungslabor der Gynäkologie,hospital,53.5925064,9.9725958,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Institut für Biochemie und Signaltransduktion,hospital,53.5924305,9.9748317,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Garageum,car_repair,52.2100727,8.3372282,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Physio Moche,hospital,51.603632,6.9198695,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Bosse,fire_station,52.7565582,9.4546098,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Peyman Autowerkstatt,car_repair,52.3981589,9.7506881,4951154555617,real,8 Gusindeweg,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Kfz Hadi Saleh,car_repair,52.3978238,9.7510268,112,fallback,9 Gusindeweg,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Osteo Osnabrück,hospital,52.2691623,8.1214207,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Aristra – Dr. Ho,hospital,51.9587867,7.6288429,4925192871533,real,19 Harsewinkelgasse,Münster,Canillo,DE,48143,"ARISTRA GmbH, Dr. med. Michael Ho",osm_enriched,2026-05-26T10:32:05.929487+00:00
Augen-Zentrum Nordwest,hospital,51.9600833,7.6280961,4925157711,real,9 Ludgeristraße,Münster,Canillo,DE,48143,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. Jörg Bögeholz,hospital,51.312796,9.4563898,112,fallback,183 Wilhelmshöher Allee,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr Eggert - Urologe,hospital,51.7455781,7.1952434,4923646062012,real,39 Sixtusstraße,El Tarter,Canillo,AD,45721,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Jonx,hospital,53.1470192,7.0447082,31596649103,real,1 Meester D.U. Stikkerlaan,Winschoten,Canillo,AD,9675AA,Lentis,osm_enriched,2026-05-26T10:32:05.929487+00:00
Die Rheindahlener Gemeinschaftspraxis,hospital,51.1497718,6.3636081,492161684550,real,37 Max-Reger-Straße,Mönchengladbach,Canillo,AD,41179,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr Heinkele - HNO,hospital,51.770084,7.4473815,49259121888,real,1a Neustraße,El Tarter,Canillo,AD,59348,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed police,police,51.4689336,6.8522265,112,fallback,,El Tarter,Canillo,AD,,Polizei Nordrhein-Westfalen,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,51.4688969,6.8523267,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. Taskaya,hospital,51.4585838,7.1954079,4923437737,real,4 Kaulbachstraße,Bochum,Canillo,DE,44795,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freizeitmobile Kuske,car_repair,53.8560793,8.7114096,494721745120,real,29 Meyerstraße,Cuxhaven,Canillo,AD,27472,KUSKE Automobile GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Mike Drews,car_repair,53.8564669,8.7109847,112,fallback,27 Meyerstraße,Cuxhaven,Canillo,AD,27472,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Thalmann,car_repair,53.8563548,8.7099983,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
tankpool24,fuel,52.4486241,9.6093903,112,fallback,1 Ernst-Abbe-Straße,Garbsen,Canillo,AD,30827,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Peter Schmidtmeier,car_repair,52.4498426,9.6069075,49513196962,real,54 Osterwalder Straße,Garbsen,Canillo,AD,30827,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Haifaa Haddad & Shadi Othman,hospital,51.4683976,6.8613468,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hausarzt Heiner Grupe,hospital,51.427396,6.944861,49208492184,real,37 Kellermannstraße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autofreund,car_repair,51.208427,7.2317306,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. Sabine Ritter,hospital,51.2472312,6.698141,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
ATU Cuxhaven,car_repair,53.850768,8.7157197,4947212048167,real,139 Papenstraße,Cuxhaven,Canillo,AD,27472,A.T.U Auto-Teile-Unger GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
Georg Diekmann Automobile,car_repair,53.8519411,8.7129958,112,fallback,1 Alte Industriestraße,Cuxhaven,Canillo,AD,27472,Georg Diekmann Automobile GmbH & Co. KG,osm_enriched,2026-05-26T10:32:05.929487+00:00
CUXLINER Service Point,car_repair,53.8492326,8.7051297,494721600644,real,14 Neue Industriestraße,Cuxhaven,Canillo,AD,27472,CUXLINER GmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tamoil express,fuel,52.6660024,6.7245126,31884007300,real,26 Printer,Coevorden,Canillo,AD,7741MD,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tamoil express,fuel,52.7777644,6.9520068,31884007300,real,21 Handelsweg,Emmen,Canillo,AD,7826TC,Tamoil,osm_enriched,2026-05-26T10:32:05.929487+00:00
Tamoil express,fuel,53.2274938,6.595163,31884007300,real,31a Pop Dijkemaweg,Groningen,Canillo,AD,9731BB,Tamoil,osm_enriched,2026-05-26T10:32:05.929487+00:00
ege Autoservice,car_repair,51.1050613,6.8869096,112,fallback,6 Am Kielsgraben,Monheim am Rhein,Canillo,DE,40789,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,51.4760296,7.4439863,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. Petra Hartmann,hospital,53.4719794,9.8529079,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis Singbartl,hospital,53.4720483,9.8531188,49407023511,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
MVZ Neuropsychiatrie,hospital,53.4720129,9.8529077,49407018454,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Fair Doctors,hospital,51.2713413,7.2219193,112,fallback,173 Heckinghauser Straße,Wuppertal,Canillo,AD,42289,fair doctors,osm_enriched,2026-05-26T10:32:05.929487+00:00
Samar Abdelrahman,hospital,51.2709348,7.2223384,112,fallback,31 Werléstraße,Wuppertal,Canillo,AD,42289,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hausarztpraxis Venn,hospital,51.2006351,6.385932,492161531391,real,106 Hermann-Hesse-Straße,Mönchengladbach,Canillo,AD,41068,,osm_enriched,2026-05-26T10:32:05.929487+00:00
A. Schwarz e.K.,car_repair,51.6547993,7.3391538,4923634542,real,13 Krumme Straße,El Tarter,Canillo,AD,45711,,osm_enriched,2026-05-26T10:32:05.929487+00:00
SB-Tankstelle,fuel,52.986873,9.8655568,112,fallback,,El Tarter,Canillo,AD,,SB-Tankstelle,osm_enriched,2026-05-26T10:32:05.929487+00:00
Polizeibezirksdienst Recke,police,52.3677072,7.7172007,495453919487,real,28 Hauptstraße,Recke,Canillo,AD,49509,Polizei Nordrhein-Westfalen,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. Ingfried Hobert,hospital,52.4539442,9.3581334,49503395030,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Chirugische orthopädische Gemeinschaftspraxis,hospital,52.4205566,9.597082,49513778888,real,39-41 Planetenring,Garbsen,Canillo,AD,30823,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Fachärztliche Gemeinschaftspraxis,hospital,52.4205366,9.5968977,4951379098220,real,39-41 Planetenring,Garbsen,Canillo,AD,30823,"P. Panagiotou, M. Minaei",osm_enriched,2026-05-26T10:32:05.929487+00:00
Fahrzeugtechnik Jaenisch,car_repair,51.8000883,9.6966704,4955648253,real,4 Ilmestraße,Dassel,Canillo,AD,37586,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed car_repair,car_repair,51.4991725,7.3670077,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Polizeiinspektion Hildesheim,police,52.1520347,9.935454,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis für Kinder- & Jugendpsychatrie Köchling,hospital,52.0939378,7.6074043,112,fallback,Martinistraße,Greven,Canillo,AD,48268,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. Klaus Bauer,hospital,52.7087695,8.5060922,112,fallback,2a Friedrich-Plate-Straße,Barnstorf,Canillo,AD,49406,,osm_enriched,2026-05-26T10:32:05.929487+00:00
VEST AUTOMOTIVE,car_repair,51.5995384,7.2357368,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Thomas Wallmann,car_repair,51.5994431,7.2355662,492361689653,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
T. Daugherty,hospital,51.5109514,9.9420043,495517707980,real,3a Benzstraße,Göttingen,Canillo,DE,37083,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Grzegorz Banaszczyk,hospital,53.0224312,7.8611198,112,fallback,23 Kirchstraße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Paulina Banaszczyk,hospital,53.0224249,7.861007,112,fallback,23 Kirchstraße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med Jörg Haupt,hospital,53.0225536,7.8605666,112,fallback,17 Burkamp,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Gesundheitszentrum Helgoland,hospital,54.178817,7.8866714,4947258009979,real,1040 Invasorenpfad,Helgoland,Canillo,AD,27498,Gesundheitszentrum Helgoland gGmbH,osm_enriched,2026-05-26T10:32:05.929487+00:00
Privartärztliche Hausarztpraxis Dr. Med. Joon Seo,hospital,51.2225802,6.7772014,112,fallback,22 Breite Straße,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Internistische Hausarztpraxis Dr. med. Hakima Bourhaial und Dr. med. Mirjana Vojvodic-Mayer,hospital,51.516163,7.4640317,49231145359,real,14-16 Hansastraße,Dortmund,Canillo,AD,44137,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Automobile Hahn,car_repair,51.7050482,9.9853074,112,fallback,11 Auestraße,Northeim,Canillo,AD,37154,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Medico Hausärzte Neuss,hospital,51.1651036,6.663444,49213182318,real,48 Bahnhofstraße,Neuss,Canillo,DE,41472,Dr. Angelika Bannenberg; Murat Er; Gonzalo Suárez; Dr. Jonas Hoffmann,osm_enriched,2026-05-26T10:32:05.929487+00:00
Freiwillige Feuerwehr Essen-Borbeck,fire_station,51.4647578,6.9612966,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed fuel,fuel,51.4275413,6.865748,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Kinder- und Jugendarztpraxis St. Pauli,hospital,53.5597957,9.9597703,49404394001,real,174 Bernstorffstraße,El Tarter,Canillo,AD,22767,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autohaus Stümpges,car_repair,51.110874,6.3904148,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Arztpraxis Dr. med. Jutta Fleckenstein,hospital,51.2198923,6.7903725,49211371504,real,108 Graf-Adolf-Straße,Düsseldorf,Canillo,AD,40210,Dr. med. Jutta Fleckenstein,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis Dagmar Krüger,hospital,53.4666555,7.4836102,4949416982269,real,12-14 Lüchtenburger Weg,Aurich,Canillo,AD,26603,Dagmar Krüger,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis für Orthopädie und Unfallchirurgie Aurich- Partnerschaftsgesellschaft,hospital,53.4667529,7.4837953,4949412918,real,12-14 Lüchtenburger Weg,Aurich,Canillo,AD,26603,"Niels Kaib-Häußler, Dr. Marc Westhues, Tom Brinkmann",osm_enriched,2026-05-26T10:32:05.929487+00:00
MVZ Ostrhauderfehn,hospital,53.1397029,7.6129948,112,fallback,72 Hauptstraße,Ostrhauderfehn,Canillo,DE,26842,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Gesundheitspark Altenessen,hospital,51.4995123,7.0058575,49201640071001,real,24 Hospitalstraße,Essen,Canillo,DE,45329,Contilia;Katholisches Klinikum Essen,osm_enriched,2026-05-26T10:32:05.929487+00:00
HNO-Zentrum Nordwest,hospital,53.5173048,8.1237804,494421300490,real,,El Tarter,Canillo,AD,,"Dr. F. Meyer, Dr. A. Möller",osm_enriched,2026-05-26T10:32:05.929487+00:00
Einbecker Ambulanzzentrum - Zweig-Praxis Northeim,hospital,51.7071435,9.9999373,4955519084788,real,27 Mühlenstraße,Northeim,Canillo,AD,37154,"Dr. med. Thomas Rudolph, Dr. med. Olaf Städtler",osm_enriched,2026-05-26T10:32:05.929487+00:00
Hausarztpraxis Damp,hospital,54.5713103,9.9611384,4943522344,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
"Raimund Simon, Helmut Schlichte",hospital,53.6034903,8.5896356,4947435681,real,21a Ziegeleistraße,Geestland,Canillo,AD,27607,Raimund Simon,osm_enriched,2026-05-26T10:32:05.929487+00:00
Maslock-Kfz,car_repair,52.4468975,9.6042108,495131478707,real,1 Ottostraße,Garbsen,Canillo,AD,30827,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Martin Brachmann,hospital,53.4455365,7.5041091,112,fallback,2 Alte Molkereistraße,Aurich,Canillo,AD,26605,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Autoteam Tarmstedt,car_repair,53.2290103,9.0799773,112,fallback,12 Hepstedter Straße,Tarmstedt,Canillo,AD,27412,Jan-Dirk Murken,osm_enriched,2026-05-26T10:32:05.929487+00:00
Medical Center Ruhrort Duisburg,hospital,51.4508573,6.7381448,112,fallback,195 Ruhrorter Straße,Duisburg,Canillo,AD,47119,Medical Center Ruhrort,osm_enriched,2026-05-26T10:32:05.929487+00:00
Physiotherapie Norbert Trieloff,hospital,51.6611845,7.7437332,4923811495300,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Frau Derya Bal,hospital,51.6611315,7.7436327,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Frauenarztpraxis Zeliha Baran Dr. med. Anke Kaczmarek,hospital,51.6611717,7.7435847,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis Dr. Waniek,hospital,51.6611204,7.7436997,492381460161,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Erol Gürle,hospital,51.6611532,7.7436698,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Logopädie Sladjane Fraedrich,hospital,51.6611966,7.7436576,4923818769090,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. (TR) Cem Dinc,hospital,51.6610982,7.7436462,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. C. Grüneberg,hospital,51.6611447,7.7435529,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Praxis Bui,hospital,51.6612061,7.7435978,492381462355,real,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
KFZWERK-Baumgart,car_repair,51.503345,8.4134258,4929521606,real,6 Lütke Haar,Rüthen,Canillo,DE,59602,Myriam Baumgart,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,51.5533336,7.4647413,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed hospital,hospital,51.5540326,7.4656055,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Unnamed car_repair,car_repair,51.5566329,7.4654624,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Hausarztpraxis Rissen,hospital,53.582455,9.7573304,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Dr. med. Stefanie Kanehl,hospital,53.5824986,9.7568719,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
Schurbohm Orthoreha,hospital,53.5818192,9.7581142,112,fallback,,El Tarter,Canillo,AD,,,osm_enriched,2026-05-26T10:32:05.929487+00:00
